Unnamed: 0,Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price,Customer Reviews
1184,HTC Desire 825,HTC,Desire 825,2700,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,7890,"Battery could be better, decent overall."
1185,HTC Desire 630,HTC,Desire 630,2200,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,10299,Highly recommend for photography lovers.
1186,HP Elite x3,HP,Elite x3,4150,5.96,Yes,1440,2560,4,4000,64.0,15.0,8.0,Windows,Yes,Yes,Yes,1,Yes,Yes,88719,"Affordable and reliable, good screen quality."
1187,Alcatel Idol 4,Alcatel,Idol 4,2610,5.2,Yes,1080,1920,8,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,16999,"Sleek design, average battery life."
1188,Intex Aqua Ace Mini,Intex,Aqua Ace Mini,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6849,"Perfect for everyday use, budget-friendly."
1189,Swipe Konnect 5.1,Swipe,Konnect 5.1,3000,5.0,Yes,480,854,4,1000,8.0,8.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,4099,"Premium quality, outstanding features."
1190,LG Stylus 2,LG,Stylus 2,3000,5.7,Yes,720,1280,4,1000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,7999,"Excellent performance, worth the price."
1191,Intex Cloud Crystal 2.5D,Intex,Cloud Crystal 2.5D,2200,5.0,Yes,720,1280,4,3000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,6800,"Great battery life, perfect for gaming."
1192,Intex Aqua Freedom,Intex,Aqua Freedom,3000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,3099,"Amazing camera quality, a bit expensive."
1193,Microsoft Lumia 650,Microsoft,Lumia 650,2000,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Windows,Yes,Yes,Yes,1,Yes,Yes,9990,"Good value for money, smooth performance."
1194,LG X cam,LG,X cam,2520,5.2,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,8000,"Battery could be better, decent overall."
1195,Intex Aqua Craze,Intex,Aqua Craze,2500,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,2999,Highly recommend for photography lovers.
1196,Intex Aqua Lite,Intex,Aqua Lite,1400,4.0,Yes,480,800,4,512,4.0,2.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,2799,"Affordable and reliable, good screen quality."
1197,Lava X11,Lava,X11,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,7980,"Sleek design, average battery life."
1198,Lava A88,Lava,A88,2000,5.0,Yes,720,1280,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,4949,"Perfect for everyday use, budget-friendly."
1199,Lenovo Vibe P1 Turbo,Lenovo,Vibe P1 Turbo,5000,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,7679,"Premium quality, outstanding features."
1200,Lava A71,Lava,A71,2500,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3990,"Excellent performance, worth the price."
1201,Intex Aqua Wing,Intex,Aqua Wing,1500,4.0,Yes,480,800,1,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,2990,"Great battery life, perfect for gaming."
1202,Intex Aqua Raze,Intex,Aqua Raze,1800,4.5,Yes,480,854,1,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,4999,"Amazing camera quality, a bit expensive."
1203,Panasonic P66 Mega,Panasonic,P66 Mega,3200,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,No,Yes,2,Yes,No,5299,"Good value for money, smooth performance."
1204,Lyf Flame 1,Lyf,Flame 1,2000,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5499,"Battery could be better, decent overall."
1205,Lava X3,Lava,X3,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,3999,Highly recommend for photography lovers.
1206,Zopo Hero 1,Zopo,Hero 1,2500,5.0,Yes,720,1280,4,2000,16.0,13.2,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,12000,"Affordable and reliable, good screen quality."
1207,iBall Cobalt 5.5F Youva,iBall,Cobalt 5.5F Youva,2600,5.5,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,7599,"Sleek design, average battery life."
1208,Micromax Canvas Juice 4,Micromax,Canvas Juice 4,3000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,3995,"Perfect for everyday use, budget-friendly."
1209,Vivo Y51L,Vivo,Y51L,2350,5.0,Yes,540,960,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,9099,"Premium quality, outstanding features."
1210,Lava V5,Lava,V5,3000,5.5,Yes,720,1280,4,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,8250,"Excellent performance, worth the price."
1211,Lyf Water 2,Lyf,Water 2,2400,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,7750,"Great battery life, perfect for gaming."
1212,Lyf Water 1,Lyf,Water 1,2600,5.0,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4800,"Amazing camera quality, a bit expensive."
1213,Lenovo K5 Note,Lenovo,K5 Note,3500,5.5,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,8990,"Good value for money, smooth performance."
1214,Panasonic Eluga Turbo,Panasonic,Eluga Turbo,2350,5.0,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,13988,"Battery could be better, decent overall."
1215,Swipe Virtue,Swipe,Virtue,2500,5.0,No,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,3599,Highly recommend for photography lovers.
1216,Lava P7,Lava,P7,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,No,2,Yes,No,3449,"Affordable and reliable, good screen quality."
1217,Intex Aqua Air II,Intex,Aqua Air II,2300,5.0,Yes,480,854,2,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,4690,"Sleek design, average battery life."
1218,Lava Iris Atom,Lava,Iris Atom,1550,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,5199,"Perfect for everyday use, budget-friendly."
1219,Intex Cloud 4G Smart,Intex,Cloud 4G Smart,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,4777,"Premium quality, outstanding features."
1220,Intex Cloud 3G Gem,Intex,Cloud 3G Gem,1400,4.0,Yes,480,800,1,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,2399,"Excellent performance, worth the price."
1221,Intex Cloud 3G Candy,Intex,Cloud 3G Candy,1400,4.0,Yes,480,800,1,256,0.512,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,1999,"Great battery life, perfect for gaming."
1222,Lenovo A7000 Turbo,Lenovo,A7000 Turbo,2900,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,14000,"Amazing camera quality, a bit expensive."
1223,Karbonn K9 Smart,Karbonn,K9 Smart,2300,5.0,Yes,480,854,4,512,8.0,3.2,1.3,Android,Yes,Yes,Yes,2,Yes,No,4690,"Good value for money, smooth performance."
1224,Alcatel Pixi 4 (6),Alcatel,Pixi 4 (6),2580,6.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3998,"Battery could be better, decent overall."
1225,LG K7,LG,K7,2125,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,994,Highly recommend for photography lovers.
1226,LG K10,LG,K10,2300,5.3,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,3994,"Affordable and reliable, good screen quality."
1227,Intex Cloud Champ,Intex,Cloud Champ,1700,4.5,Yes,480,854,2,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,3800,"Sleek design, average battery life."
1228,Lava Iris Atom 3,Lava,Iris Atom 3,2000,5.0,Yes,480,854,4,512,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,2899,"Perfect for everyday use, budget-friendly."
1229,Intex Aqua Q7 Pro,Intex,Aqua Q7 Pro,2000,4.5,Yes,480,854,4,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,4290,"Premium quality, outstanding features."
1230,Karbonn Titanium Moghul,Karbonn,Titanium Moghul,2000,5.0,Yes,540,960,4,1000,8.0,8.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,8700,"Excellent performance, worth the price."
1231,Xolo One HD,Xolo,One HD,2300,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,7999,"Great battery life, perfect for gaming."
1232,Zen Cinemax 2,Zen,Cinemax 2,2900,5.5,Yes,540,960,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,3739,"Amazing camera quality, a bit expensive."
1233,Videocon Z55 Krypton,Videocon,Z55 Krypton,2200,5.0,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,2950,"Good value for money, smooth performance."
1234,Intex Aqua Star 4G,Intex,Aqua Star 4G,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,4699,"Battery could be better, decent overall."
1235,Intex Cloud Cube,Intex,Cloud Cube,2000,4.5,Yes,480,854,4,512,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,2199,Highly recommend for photography lovers.
1236,Kult 10,Kult,10,2350,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4499,"Affordable and reliable, good screen quality."
1237,Micromax Canvas Pulse 4G,Micromax,Canvas Pulse 4G,2100,5.0,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4150,"Sleek design, average battery life."
1238,Asus ZenPad C 7.0 (Z170MG),Asus,ZenPad C 7.0 (Z170MG),3450,7.0,No,1024,600,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,6199,"Perfect for everyday use, budget-friendly."
1239,Xiaomi Redmi Note Prime,Xiaomi,Redmi Note Prime,3100,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8999,"Premium quality, outstanding features."
1240,iBall Andi 5.5H Weber,iBall,Andi 5.5H Weber,2200,5.5,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,No,3999,"Excellent performance, worth the price."
1241,Micromax Canvas Mega 4G,Micromax,Canvas Mega 4G,2500,5.5,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4790,"Great battery life, perfect for gaming."
1242,Micromax Canvas Fire 4G+,Micromax,Canvas Fire 4G+,2000,4.7,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4990,"Amazing camera quality, a bit expensive."
1243,Gionee P5W,Gionee,P5W,2000,5.0,Yes,720,1280,8,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,6999,"Good value for money, smooth performance."
1244,ZTE Blade A1,ZTE,Blade A1,2800,5.0,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,No,2900,"Battery could be better, decent overall."
1245,Panasonic Eluga Mark,Panasonic,Eluga Mark,2500,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6990,Highly recommend for photography lovers.
1246,Samsung Galaxy A7 (2016),Samsung,Galaxy A7 (2016),3300,5.5,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,9999,"Affordable and reliable, good screen quality."
1247,Videocon Z55 Delite,Videocon,Z55 Delite,2200,5.0,Yes,720,1280,8,1000,8.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,No,6390,"Sleek design, average battery life."
1248,Videocon Infinium Z45 Amaze,Videocon,Infinium Z45 Amaze,1600,4.5,Yes,480,854,4,1000,8.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,2999,"Perfect for everyday use, budget-friendly."
1249,Micromax Canvas Pace 4G,Micromax,Canvas Pace 4G,2500,5.0,Yes,854,480,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,7499,"Premium quality, outstanding features."
1250,Lava X10,Lava,X10,2900,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,12000,"Excellent performance, worth the price."
1251,Intex Cloud Zest,Intex,Cloud Zest,4000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,4999,"Great battery life, perfect for gaming."
1252,Lava Iris Atom 2X,Lava,Iris Atom 2X,2000,4.5,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,2999,"Amazing camera quality, a bit expensive."
1253,Samsung Galaxy J3 (6),Samsung,Galaxy J3 (6),2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,4999,"Good value for money, smooth performance."
1254,Intex Aqua Air,Intex,Aqua Air,2300,5.0,Yes,480,854,2,512,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,4090,"Battery could be better, decent overall."
1255,Micromax Canvas Xpress 4G,Micromax,Canvas Xpress 4G,2000,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,4050,Highly recommend for photography lovers.
1256,Micromax Canvas Blaze 4G+,Micromax,Canvas Blaze 4G+,1750,4.5,Yes,480,854,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3799,"Affordable and reliable, good screen quality."
1257,Intex Aqua Super,Intex,Aqua Super,2150,5.0,Yes,720,1280,4,3000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,5849,"Sleek design, average battery life."
1258,Intex Aqua Wave,Intex,Aqua Wave,1400,4.0,Yes,480,800,1,256,0.512,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,2199,"Perfect for everyday use, budget-friendly."
1259,Intex Aqua Q7,Intex,Aqua Q7,2000,4.5,Yes,480,854,4,512,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,2199,"Premium quality, outstanding features."
1260,iBall Andi Sprinter 4G,iBall,Andi Sprinter 4G,2100,5.0,Yes,480,854,4,1000,8.0,8.0,3.2,Android,Yes,Yes,Yes,2,Yes,Yes,4699,"Excellent performance, worth the price."
1261,Gionee S Plus,Gionee,S Plus,3150,5.5,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6490,"Great battery life, perfect for gaming."
1262,InFocus M535,InFocus,M535,2600,5.5,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,6990,"Amazing camera quality, a bit expensive."
1263,HTC Desire 828 Dual SIM,HTC,Desire 828 Dual SIM,2800,5.5,Yes,1080,1920,8,2000,16.0,13.0,4.0,Android,Yes,Yes,Yes,2,Yes,Yes,7999,"Good value for money, smooth performance."
1264,HTC Desire 728G Dual SIM,HTC,Desire 728G Dual SIM,2800,5.5,Yes,720,1280,8,1000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,11586,"Battery could be better, decent overall."
1265,Intex Aqua Young,Intex,Aqua Young,2500,5.0,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,4900,Highly recommend for photography lovers.
1266,Intex Aqua Play,Intex,Aqua Play,1400,4.0,Yes,480,800,2,512,8.0,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,4299,"Affordable and reliable, good screen quality."
1267,Xolo Black 1X,Xolo,Black 1X,2400,5.0,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,9999,"Sleek design, average battery life."
1268,InFocus M260,InFocus,M260,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,2490,"Perfect for everyday use, budget-friendly."
1269,Karbonn Alfa A91 Power,Karbonn,Alfa A91 Power,2000,4.0,Yes,480,800,1,256,0.512,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,2599,"Premium quality, outstanding features."
1270,Oppo Neo 7,Oppo,Neo 7,2420,5.0,Yes,540,960,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8200,"Excellent performance, worth the price."
1271,Samsung Galaxy On7,Samsung,Galaxy On7,3000,5.5,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,9977,"Great battery life, perfect for gaming."
1272,Micromax Bolt Q332,Micromax,Bolt Q332,2000,5.0,Yes,480,854,4,512,2.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,2399,"Amazing camera quality, a bit expensive."
1273,Samsung Galaxy On5,Samsung,Galaxy On5,2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4655,"Good value for money, smooth performance."
1274,Lenovo A1000,Lenovo,A1000,2000,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,3549,"Battery could be better, decent overall."
1275,Lenovo A6000 Shot,Lenovo,A6000 Shot,2300,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5990,Highly recommend for photography lovers.
1276,Lava Iris Fuel F1,Lava,Iris Fuel F1,4000,5.0,Yes,480,854,4,2000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,8700,"Affordable and reliable, good screen quality."
1277,Intex Aqua Life III,Intex,Aqua Life III,2000,5.0,Yes,720,1280,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,5300,"Sleek design, average battery life."
1278,Intex Cloud Swift,Intex,Cloud Swift,2500,5.0,Yes,720,1280,4,3000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,9300,"Perfect for everyday use, budget-friendly."
1279,Zopo Speed 7 Plus,Zopo,Speed 7 Plus,3000,5.5,Yes,1080,1920,8,3000,16.0,13.2,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,6499,"Premium quality, outstanding features."
1280,Micromax Bolt S302,Micromax,Bolt S302,1450,4.0,Yes,480,800,4,512,4.0,2.0,1.3,Android,Yes,Yes,Yes,2,Yes,No,2240,"Excellent performance, worth the price."
1281,Micromax Bolt Q331,Micromax,Bolt Q331,2000,5.0,Yes,480,854,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,2999,"Great battery life, perfect for gaming."
1282,Samsung Z3,Samsung,Z3,2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Tizen,Yes,Yes,Yes,2,Yes,No,4990,"Amazing camera quality, a bit expensive."
1283,Panasonic P65 Flash,Panasonic,P65 Flash,2910,5.5,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,8499,"Good value for money, smooth performance."
1284,Panasonic P50 Idol,Panasonic,P50 Idol,2150,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,3899,"Battery could be better, decent overall."
1285,ZTE Axon Mini,ZTE,Axon Mini,2800,5.2,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,5900,Highly recommend for photography lovers.
1286,iBall Andi 4.5C Magnifico,iBall,Andi 4.5C Magnifico,1700,4.5,Yes,480,854,2,512,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,3840,"Affordable and reliable, good screen quality."
1287,Microsoft Lumia 550,Microsoft,Lumia 550,2100,4.7,Yes,720,1280,4,1000,8.0,5.0,2.0,Windows,Yes,Yes,Yes,1,Yes,Yes,5398,"Sleek design, average battery life."
1288,Microsoft Lumia 950,Microsoft,Lumia 950,3000,5.2,Yes,1440,2560,6,3000,32.0,20.0,5.0,Windows,Yes,Yes,Yes,1,Yes,Yes,41390,"Perfect for everyday use, budget-friendly."
1289,Microsoft Lumia 950 XL,Microsoft,Lumia 950 XL,3340,5.7,Yes,1440,2560,8,3000,32.0,20.0,5.0,Windows,Yes,Yes,Yes,1,Yes,Yes,24999,"Premium quality, outstanding features."
1290,Micromax Bolt Q339,Micromax,Bolt Q339,1650,4.5,Yes,480,854,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,2999,"Excellent performance, worth the price."
1291,LG V10,LG,V10,3000,5.7,Yes,1440,2560,6,4000,64.0,16.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,14999,"Great battery life, perfect for gaming."
1292,Videocon Infinium Z51 Punch,Videocon,Infinium Z51 Punch,3000,5.0,Yes,480,854,4,1000,1.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,5399,"Amazing camera quality, a bit expensive."
1293,Videocon Infinium Z51Q Star,Videocon,Infinium Z51Q Star,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,2799,"Good value for money, smooth performance."
1294,Vivo Y15S,Vivo,Y15S,1900,4.5,Yes,854,480,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,4999,"Battery could be better, decent overall."
1295,Samsung Galaxy J1 Ace,Samsung,Galaxy J1 Ace,1800,4.3,Yes,480,800,2,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,4300,Highly recommend for photography lovers.
1296,Vivo Y27L,Vivo,Y27L,2260,4.7,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,9001,"Affordable and reliable, good screen quality."
1297,Micromax Canvas Play 4G,Micromax,Canvas Play 4G,2820,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4499,"Sleek design, average battery life."
1298,Lava Iris Fuel F1 Mini,Lava,Iris Fuel F1 Mini,2000,4.0,Yes,480,800,1,512,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,2499,"Perfect for everyday use, budget-friendly."
1299,Micromax Canvas Blaze 4G,Micromax,Canvas Blaze 4G,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3199,"Premium quality, outstanding features."
1300,Gionee Pioneer P3S,Gionee,Pioneer P3S,2000,4.5,Yes,480,485,4,1000,16.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,3299,"Excellent performance, worth the price."
1301,Micromax Bolt Q338,Micromax,Bolt Q338,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,4970,"Great battery life, perfect for gaming."
1302,Intex Aqua Power II,Intex,Aqua Power II,4000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,5990,"Amazing camera quality, a bit expensive."
1303,Micromax Canvas Juice 3+,Micromax,Canvas Juice 3+,4000,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,5990,"Good value for money, smooth performance."
1304,Intex Aqua Glam,Intex,Aqua Glam,1850,4.7,Yes,720,1280,4,1000,8.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,4295,"Battery could be better, decent overall."
1305,iBall Cobalt Solus 4G,iBall,Cobalt Solus 4G,2000,5.0,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,3999,Highly recommend for photography lovers.
1306,Micromax Canvas Juice 3,Micromax,Canvas Juice 3,4000,5.0,Yes,720,1280,4,2000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,4290,"Affordable and reliable, good screen quality."
1307,HTC Desire 728 Dual SIM,HTC,Desire 728 Dual SIM,2800,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,5999,"Sleek design, average battery life."
1308,Lenovo Vibe P1m,Lenovo,Vibe P1m,3900,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6999,"Perfect for everyday use, budget-friendly."
1309,Sony Xperia Z5 Premium Dual,Sony,Xperia Z5 Premium Dual,3430,5.5,Yes,2160,3840,8,3000,32.0,23.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,57500,"Premium quality, outstanding features."
1310,Acer Liquid Z530,Acer,Liquid Z530,2420,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,5750,"Excellent performance, worth the price."
1311,Micromax Canvas Fire 4G,Micromax,Canvas Fire 4G,1850,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3999,"Great battery life, perfect for gaming."
1312,Intex Cloud V,Intex,Cloud V,2000,5.0,Yes,480,854,4,512,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,3699,"Amazing camera quality, a bit expensive."
1313,iBall Andi 4.5 O'Buddy,iBall,Andi 4.5 O'Buddy,1800,4.5,Yes,480,854,4,1000,1.0,8.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,4995,"Good value for money, smooth performance."
1314,Videocon Z55 Dash,Videocon,Z55 Dash,2200,5.0,Yes,720,1280,8,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,5499,"Battery could be better, decent overall."
1315,Intex Aqua Turbo 4G,Intex,Aqua Turbo 4G,3000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,5649,Highly recommend for photography lovers.
1316,Zopo Speed 7,Zopo,Speed 7,2500,5.0,Yes,1080,1920,8,3000,16.0,13.2,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3990,"Affordable and reliable, good screen quality."
1317,Panasonic Eluga Switch,Panasonic,Eluga Switch,2910,5.5,Yes,1080,1920,8,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,14990,"Sleek design, average battery life."
